id,review_1st,review_2nd,description_1st,description_2nd,overview_1st,overview_2nd,country,language,director,votes,reviews_from_critics,popularity,genre_1,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6
tt0097257,3.0620813,12.147884,19.491583,0.51162773,10.930124,4.07904,"UK, France, USA",English,Julien Temple,5.45,34.0,11.509677,Comedy,tt0102032,,,,,
tt0429727,4.8961563,12.499154,18.636787,-2.4273682,9.943804,2.7676504,"France, Italy",Italian,Nanni Moretti,6.45,55.0,2.659206,Comedy,,,,,,
tt0411061,4.9477997,10.154758,22.279894,-2.337758,10.394905,1.0528529,"USA, Germany, Canada",English,Jon Avnet,5.800000000000001,150.0,8.552967,Crime,,,,,,
tt0326429,4.866027,14.057672,17.458992,-1.2556422,9.724759,4.674541,Germany,"German, Swiss German",Sönke Wortmann,6.4,34.0,12.485973,Drama,,,,,,
tt0120813,2.2996407,11.570264,21.051958,-1.2758461,12.114993,1.6531184,USA,English,John Hamburg,6.1,34.0,3.3837040000000003,Comedy,tt0119594,,,,,
tt0096037,2.351753,10.701574,19.845484,-3.10316,11.617846,4.1936626,USA,English,Joan Freeman,4.75,10.0,1.502936,Comedy,tt0114496,,,,,
tt0066476,4.264455,13.149208,19.608488,-2.49031,11.824168,3.390097,USA,English,Don Henderson,2.0,13.0,0.0593529999999999,Horror,tt0052969,tt0049922,tt0051128,,,
tt0174268,0.32116413,11.07271,21.22453,-3.6637638,12.428616,1.9652052,USA,English,Agnieszka Holland,6.3,40.0,2.269601,Drama,tt0210382,,,,,
tt0078231,4.1856174,12.185952,16.884193,-3.3467803,10.205211,2.9308043,USA,English,James Bridges,3.2,5.0,0.000463,Drama,tt0070509,tt0085872,tt0064240,,,
tt0358082,4.985724,11.812325,19.093082,-0.12442092,7.886966,1.3166195,USA,"English, Italian","Chris Wedge, Carlos Saldanha",6.15,153.0,12.949715,Animation,tt0389790,,,,,
tt0490377,2.8797162,13.295216,18.989616,-1.8590109,11.834399,4.4552655,Netherlands,Dutch,Pieter Verhoeff,6.4,11.0,1.586223,Adventure,,,,,,
tt0245686,2.946466,10.712707,18.526934,-3.6582553,13.11661,4.4782,USA,English,Dennie Gordon,5.75,81.0,10.442468,Adventure,tt0120484,tt0116483,,,,
tt0300556,2.9664636,13.149142,19.194029,-1.3969756,9.488628,0.4618535,USA,"English, French",Richard Donner,5.550000000000001,128.0,6.982761999999999,Action,tt0450232,tt0253556,,,,
tt0064393,5.5344715,12.021482,19.190016,0.60038847,7.7779684,0.8315584,"Italy, Japan, USA","English, Japanese",Kinji Fukasaku,4.95,81.0,2.893789,Drama,,,,,,
tt0482528,1.9640236,10.799212,19.492994,-1.6601373,9.987092,0.4524678,USA,English,Craig E. Serling,2.9,5.0,0.055485,Drama,,,,,,
tt0089370,0.9840448,12.267122,18.707129,-5.361384,11.551598,3.6875236,USA,"English, Arabic",Lewis Teague,6.1,51.0,10.571841,Action,tt0093260,,,,,
tt0340110,3.4772933,12.388887,19.638466,-4.9608946,10.513731,2.8873432,Australia,English,Paul Fenech,5.75,1.0,0.99099,Action,,,,,,
tt0115751,1.2318807,10.758899,22.182585,-3.7485158,12.956106,0.83513063,"Denmark, Sweden, France, Netherlands, Norway, Iceland, Spain, UK",English,Lars von Trier,7.5,96.0,8.558688,Drama,tt0092972,,,,,
tt0130216,5.7352104,11.19155,20.869497,-2.2856028,10.560486,-0.035341218,USA,English,Constantine S. Gochis,5.6,36.0,0.611242,Horror,tt0082479,tt0127045,,,,
tt0037611,2.4768636,10.330038,22.078672,-3.9883163,10.934265,4.383052,USA,English,Curtis Bernhardt,6.4,21.0,1.720804,Drama,tt0039926,tt0037166,tt0041555,tt0039029,,
tt0293654,2.8941994,13.470156,18.939806,-4.632067,11.839182,3.86895,"Spain, Argentina",Spanish,Daniel Burman,5.7,6.0,0.166116,Comedy,,,,,,
tt0320042,2.6408195,12.189734,18.174805,-3.2240462,9.535207,4.428098,"Argentina, Spain, Italy","Spanish, Swahili",Marcelo Piñeyro,6.699999999999999,15.0,0.952055,Drama,,,,,,
tt0424823,3.427265,12.053199,21.447397,-0.96375185,10.809826,2.6050708,USA,"English, Mandarin",Robert Ben Garant,5.15,134.0,5.3257660000000016,Comedy,tt0841046,,,,,
tt0076245,2.0118315,10.038148,17.086922,-3.0925212,8.5756035,2.2689812,USA,"English, French, German, Russian",Fred Zinnemann,6.75,39.0,8.074031,Drama,tt0086312,,,,,
tt0072867,2.8240442,9.755436,21.491194,-3.764027,12.219984,2.0240786,UK,"English, Italian",Peter Sasdy,4.25,37.0,0.700924,Horror,tt0047960,,,,,
tt0091419,4.370446,13.082941,20.388784,-4.5103283,11.558706,3.661298,USA,English,Frank Oz,6.85,84.0,7.409178999999999,Comedy,tt0087363,tt0084516,,,,
tt0461989,3.6616645,13.786937,18.324467,-3.846772,12.560712,4.38765,Australia,English,Scott Ryan,6.35,19.0,0.156075,Crime,,,,,,
tt0051724,1.3911783,12.170785,19.415134,-3.360767,11.287714,1.7125361,USA,English,Jack Arnold,6.1,27.0,0.785257,Crime,tt0051725,tt0051139,tt0051196,tt0046330,,
tt0773318,3.881178,12.927655,19.814524,-3.7437277,10.461373,2.1327631,Mexico,Spanish,Gael García Bernal,5.449999999999999,8.0,0.288025,Drama,,,,,,
tt0200530,0.03142895,11.083207,20.092665,-2.709337,10.887351,2.3110032,USA,English,Miguel Arteta,6.1,43.0,1.520011,Comedy,tt0756729,,,,,
tt0062082,1.366583,13.099016,19.446346,-2.9422743,10.007535,1.5528574,"Italy, Spain",Italian,Giulio Questi,5.65,54.0,1.012359,Horror,tt0064240,tt0074740,tt0066612,,,
tt0034622,3.7173526,9.865892,21.438885,-1.8155848,11.611097,1.0986637,USA,"English, French, Portuguese",Jack Conway,6.9,9.0,0.256422,Crime,tt0035980,tt0028829,,,,
tt0096246,4.131961,13.0873375,19.415873,0.122013845,8.819992,0.3444784,USA,English,Thierry Notz,5.0,36.0,1.292125,Horror,tt0083959,tt0082431,tt0094597,,,
tt0075261,5.540235,10.278178,19.505327,0.36523375,9.016537,0.722387,USA,English,Jeff Lieberman,5.0,124.0,3.192931,Horror,tt0074226,,,,,
tt0382847,2.3486314,11.69772,18.72783,-4.0328994,11.138198,3.082975,USA,"English, Yiddish",Adam Vardy,2.8,7.0,0.002353,Drama,,,,,,
tt0112625,4.336702,11.626402,20.96977,-3.3792164,11.140056,0.58238614,"USA, UK",English,Bill Condon,5.15,66.0,4.983552,Horror,tt0103919,,,,,
tt0023335,3.0192394,12.261791,18.58697,-4.838779,11.52891,-0.42699993,USA,English,J. Walter Ruben,5.8,23.0,0.4713279999999999,Crime,,,,,,
tt0064626,2.6069796,11.957511,17.431095,-3.7075434,10.149004,4.4802923,"West Germany, Switzerland, Italy","Italian, English",Massimo Dallamano,2.6,13.0,0.034614,Drama,tt0068367,,,,,
tt0260320,4.078964,12.378944,20.658026,-4.822007,12.507112,0.7078773,"Germany, USA",English,Frank Longo,5.550000000000001,12.0,5.4336160000000016,Comedy,tt0283957,tt0120723,,,,
tt0051638,5.81771,12.491693,18.315733,-0.63791084,7.670719,1.0260906,USA,English,Byron Haskin,5.199999999999999,15.0,0.279504,Adventure,tt0050545,tt0041650,,,,
tt0076666,2.9999504,10.471347,19.651598,-3.7869966,10.50739,2.2584212,USA,"English, Italian",John Badham,6.65,103.0,13.657204,Drama,tt0077631,tt0087277,tt0113161,tt0099653,,
tt0050381,4.1908107,11.757337,18.311136,-2.4518633,9.222755,2.9718516,"Italy, Spain",Italian,Pietro Francisci,5.2,44.0,1.077227,Adventure,tt0052782,,,,,
tt0095583,4.603508,9.757288,22.423412,-1.1582514,10.741786,0.20703524,USA,English,William Lustig,5.85,205.0,6.5950380000000015,Action,tt0081114,,,,,
tt0093267,1.9688942,13.103856,18.885557,-3.087106,9.814273,4.41263,Italy,"Italian, Japanese, English",Federico Fellini,6.3,13.0,1.022275,Comedy,tt0087188,tt0080539,tt0044000,,,
tt0047191,3.9035628,12.814771,18.936045,-5.6686687,13.881325,0.9270639,USA,"English, Spanish",Vincente Minnelli,7.199999999999999,20.0,1.36565,Comedy,tt0033173,,,,,
tt0434409,3.9748275,12.92608,17.791351,-1.2355906,9.444454,2.4699101,"USA, UK, Germany",English,James McTeigue,7.949999999999999,190.0,20.214422,Action,tt0266697,tt0482571,,,,
tt0294870,2.36718,11.91042,17.482313,-3.2787135,10.607927,4.2098503,USA,English,Chris Columbus,6.800000000000001,86.0,9.530278,Drama,,,,,,
tt0389988,3.1727293,13.070389,20.65824,-4.0641828,13.61049,1.5650643,USA,English,Enid Zentelis,5.95,13.0,0.8762709999999999,Drama,tt0116261,tt0142634,,,,
tt0066471,4.7732797,11.561073,18.453651,-0.7044979,8.401016,3.14363,USA,English,Robert Aldrich,6.550000000000001,21.0,7.710628999999999,Action,tt0048990,,,,,
tt0212879,5.109302,12.16027,19.01541,-0.27782348,9.053997,1.5099914,USA,English,Lloyd Kaufman,6.2,47.0,4.693487,Action,tt0090190,tt0101591,tt0117609,,,
tt0021571,4.219208,13.905859,19.483883,-2.0927413,10.859108,0.2150135,Soviet Union,Russian,Aleksandr Dovzhenko,7.199999999999999,40.0,1.289409,Drama,,,,,,
tt0105643,4.244018,12.941394,19.669584,-0.15009345,9.437447,0.6385231,Italy,English,Claudio Fragasso,3.25,150.0,7.932049,Comedy,,,,,,
tt0085412,4.42006,10.443305,20.488625,-0.8317999,9.992535,1.8532753,USA,English,William Friedkin,4.75,10.0,2.403016,Comedy,tt0081480,tt0085470,tt0090056,,,
tt0084049,4.142863,10.255207,22.317383,-1.8809009,10.928562,0.4265255,USA,English,Sidney Poitier,5.85,8.0,8.240642999999999,Action,tt0081562,tt0076106,tt0082121,,,
tt0084796,3.2885149,13.488164,19.644506,-0.21688327,9.58024,1.0788649,USA,English,Tom Kennedy,4.6,34.0,2.936402,Horror,tt0071200,,,,,
tt0100928,0.6921563,12.780321,17.516916,-2.7423828,9.207094,1.0333192,USA,English,Clint Eastwood,6.55,35.0,3.82281,Adventure,tt0088272,tt0118548,,,,
tt0106339,4.3795447,11.716425,17.330835,-2.2438238,10.218585,4.6143723,"UK, Germany","English, German, French, Russian",Iain Softley,6.4,28.0,2.487951,Biography,tt0111048,,,,,
tt0089393,1.8558366,11.2273,18.72949,-4.6267333,12.750002,2.8676484,USA,English,Lisa Gottlieb,6.45,35.0,3.922068,Comedy,tt0090685,,,,,
tt0102729,1.5698695,12.219026,21.168402,-4.410456,12.763325,1.8207924,"USA, Mexico","English, Spanish",Nadia Tass,5.7,14.0,2.07443,Comedy,tt0093260,tt0092802,,,,
tt0079489,3.44956,11.139711,18.134602,-2.2565546,9.123111,0.17356467,USA,English,Stan Dragoti,6.0,41.0,2.738421,Comedy,tt0084370,tt0076933,,,,
tt0111667,3.864032,9.664037,18.749441,-1.1763775,8.8504,3.114934,USA,English,Jon Avnet,6.55,25.0,3.908596,Drama,,,,,,
tt0944834,2.7735386,12.775986,17.399458,-2.5667722,9.127033,2.504131,"France, Luxembourg, Germany",French,"Guillaume Ivernel, Arthur Qwak",6.55,41.0,10.938912,Animation,tt0375568,tt0361089,,,,
tt0073019,2.216335,9.933141,22.132906,-1.5123731,11.231912,1.3190773,USA,English,Arthur Marks,5.9,24.0,1.05356,Action,,,,,,
tt0293416,1.5274934,12.306155,19.405443,-1.5933821,7.9658065,1.6184275,Japan,"Japanese, French, German, Italian, Spanish, English, Russian",Rintaro,7.0,92.0,9.298092,Animation,tt0348121,tt0831888,,,,
tt0104114,4.1386123,12.560612,22.805716,-1.8615192,11.434633,2.586213,USA,English,Jonathan Lynn,5.800000000000001,16.0,9.64078,Comedy,tt0099044,tt0109254,tt0092644,,,
tt0062363,6.1184783,12.156307,18.277195,-0.55493504,7.6624207,0.93583465,UK,English,Don Sharp,5.699999999999999,16.0,0.816253,Adventure,tt0062657,,,,,
tt0078122,3.085484,13.538032,21.067877,-4.9309278,12.387518,4.211375,"France, Belgium",French,Bertrand Blier,6.9,28.0,2.411369,Comedy,tt0082054,tt0087144,,,,
tt0051055,0.7566843,12.723982,18.982553,-2.747956,11.530492,-0.72605485,USA,English,Douglas Sirk,7.0,35.0,1.309422,Action,tt0049843,,,,,
tt0111787,3.6050441,12.600341,19.120964,-5.748732,9.83692,1.1972982,South Africa,"English, Afrikaans",Gray Hofmeyr,6.25,2.0,1.558066,Comedy,,,,,,
tt0361467,2.1077702,9.896062,20.571138,-3.8086336,12.430288,3.7475624,"Germany, USA",English,Sara Sugarman,4.9,74.0,7.423275,Comedy,tt0363282,,,,,
tt0329774,4.953367,9.943623,21.247072,-1.4648294,10.163137,1.5839808,USA,English,Lee Tamahori,4.550000000000001,50.0,19.144611,Action,tt0364970,tt0296572,,,,
tt0415932,3.0722532,13.40753,19.253786,-5.2874346,12.405394,0.5075579,France,French,Dominik Moll,6.800000000000001,76.0,2.753316,Drama,tt0428856,tt0240913,,,,
tt0206334,2.9227319,13.95648,21.783104,-1.0471622,10.858568,0.32496166,Hong Kong,"Cantonese, English, Japanese",Benny Chan,5.6,24.0,2.647643,Action,tt0271946,tt0108656,,,,
tt0072448,2.9960191,12.255235,19.223558,-1.0746756,9.919163,2.557248,"Italy, France","Italian, English, Spanish",Duccio Tessari,6.75,12.0,2.823599,Action,,,,,,
tt0414055,1.9158188,10.483579,18.5609,-1.4864677,9.508873,3.046961,"UK, France, Germany, USA","English, Spanish, Swedish",Shekhar Kapur,6.699999999999999,204.0,7.608242999999999,Biography,tt0467200,tt0335119,,,,
tt0285441,2.9409587,13.787889,18.780418,-1.6330652,9.257175,2.4763737,Canada,Inuktitut,Zacharias Kunuk,6.9,76.0,1.135061,Drama,tt0022599,tt0120321,,,,
tt0074740,4.0391145,12.151126,18.688354,-1.156322,10.529254,2.515567,Italy,"Italian, English",Enzo G. Castellari,6.699999999999999,79.0,2.739487,Drama,tt0066612,,,,,
tt0100133,4.4286294,13.886493,17.62717,-0.556737,8.383985,2.486843,"UK, Japan, USA",English,Michael Caton-Jones,6.65,25.0,8.854911,Action,tt0454824,,,,,
tt0411195,2.4556713,12.642613,19.408236,-4.3710365,12.1263485,2.150304,"Ireland, UK","English, Irish",Neil Jordan,7.1,116.0,4.984987,Comedy,,,,,,
tt0077640,4.4080944,13.38132,19.14226,0.2545192,7.9448905,0.9991282,Italy,Italian,Alfonso Brescia,2.6,34.0,0.41033,Adventure,tt0085356,tt0095063,tt0095812,,,
tt0081203,5.730142,11.424142,22.534143,-2.1158955,11.6614,0.3308068,Canada,English,Michael Anderson,5.199999999999999,16.0,0.284564,Horror,,,,,,
tt0084408,5.937554,10.436973,21.236229,-4.0448794,13.027874,1.6660615,"Australia, New Zealand",English,Tony Williams,6.6,54.0,0.7684810000000001,Horror,tt0082966,tt0097967,,,,
tt0489237,2.6467092,9.758733,19.793354,-4.496734,13.171613,2.0003357,USA,"English, French, Spanish","Shari Springer Berman, Robert Pulcini",6.15,96.0,6.764056,Comedy,,,,,,
tt0115610,2.0344114,11.312945,18.282196,-2.7020557,9.161529,1.9441314,"USA, Canada",English,Eric Red,5.800000000000001,75.0,2.661026,Horror,tt0083336,tt0353489,tt0096426,,,
tt0096252,2.9461489,15.210919,20.449028,-0.63861495,12.061697,4.7319655,India,Hindi,N. Chandra,6.05,1.0,0.5655439999999999,Action,,,,,,
tt0017843,3.9332955,9.531506,21.625221,-4.562488,12.643431,3.069695,UK,English,Alfred Hitchcock,5.550000000000001,34.0,0.957802,Romance,tt0017075,,,,,
tt0082350,2.166694,14.637845,21.743233,-0.87695444,10.338976,0.8874413,USA,English,Steve Carver,5.55,24.0,2.28638,Action,tt0083960,tt0088936,tt0099399,,,
tt0113755,4.866257,10.879924,21.032299,-2.946085,12.227668,3.8889482,USA,English,James Orr,5.15,15.0,2.558118,Comedy,tt0112302,tt0110364,,,,
tt0090685,3.5169315,11.448386,20.765408,-3.3167686,11.137579,2.510373,USA,English,Alan Metter,6.550000000000001,32.0,6.669878999999999,Comedy,tt0085470,tt0090305,,,,
tt0093777,5.5945797,10.300745,19.604963,-0.57206714,9.74119,-0.093091846,USA,"English, Latin",John Carpenter,6.65,193.0,8.587231,Horror,tt0085333,tt0082340,tt0114852,,,
tt0027908,2.8430786,11.059379,21.405676,-4.6170692,10.7000265,2.627134,USA,English,Walter Lang,5.7,9.0,0.944682,Comedy,,,,,,
tt0080671,4.6114664,11.724081,19.038422,-5.086682,10.861753,2.6256683,"Australia, USA",English,Peter Collinson,7.15,9.0,0.006964,Adventure,tt0067989,,,,,
tt0074768,0.5336677,11.646829,17.46263,-0.6816446,8.201457,2.8655922,Italy,Italian,Sergio Garrone,4.15,30.0,1.486119,Drama,,,,,,
tt0089274,4.8700995,10.533925,19.881937,-1.6658739,9.188138,0.9076216,USA,English,Wes Craven,4.05,79.0,3.09433,Horror,tt0082479,tt0096071,,,,
tt0454839,3.3821132,13.443919,21.130953,-3.749341,12.537957,1.1680198,UK,English,"Simon Boyes, Adam Mason",4.75,41.0,1.491366,Horror,,,,,,
tt0043959,2.295347,10.010192,20.873589,-1.2138453,10.295989,1.9289981,USA,English,Henry Hathaway,6.4,21.0,1.495158,Drama,tt0043408,tt0044573,,,,
tt0082476,4.1905417,10.8669615,22.146965,-2.6258268,11.975669,1.1417881,UK,"English, Spanish",Ernest Day,5.0,10.0,0.999876,Adventure,tt0078492,tt0095316,,,,
tt0110620,6.0286756,9.708769,18.139433,-2.3318298,9.134481,0.05204656,USA,English,Michael Almereyda,6.0,33.0,7.720056,Drama,tt0109093,,,,,
tt0063142,5.5481396,9.93585,19.469595,-0.6696348,9.701737,1.6839136,"Mexico, USA","Spanish, English","Juan Ibáñez, Jack Hill",2.55,29.0,0.178013,Horror,tt0064787,,,,,
tt0408345,4.23679,12.605976,21.643686,-2.7709565,10.204675,1.1438936,USA,English,Richard Loncraine,5.699999999999999,164.0,6.500892,Crime,tt0118571,tt0109444,tt0100404,,,
tt0119707,2.2641878,14.641982,19.33463,0.40974945,8.30124,1.8400012,USA,English,John R. Leonetti,3.75,70.0,6.532498,Action,tt0891592,,,,,
tt0099615,2.886952,10.485578,18.360323,-3.617481,10.777074,2.6681137,USA,"English, Italian, German, French",Andrew Bergman,6.4,37.0,4.470254,Comedy,tt0080754,,,,,
tt0088757,2.2300904,14.301268,19.171007,-4.7334404,12.559462,2.7293456,USA,English,Robert Vincent O'Neil,5.15,29.0,1.490898,Action,,,,,,
tt0070077,2.8744848,13.638117,21.327993,-1.885278,10.774851,1.45495,USA,English,Peter Yates,7.55,93.0,8.652856,Crime,tt0082220,,,,,
tt0120478,4.842924,12.919615,19.138277,0.7316569,7.832328,1.2490878,USA,English,Manny Coto,5.1,24.0,1.079117,Adventure,tt0118570,,,,,
tt0779982,5.5674515,11.315572,21.308647,-2.382833,10.256486,3.677489,"New Zealand, South Korea",English,Jonathan King,5.75,181.0,7.434577,Comedy,tt0426459,,,,,
tt0343095,4.4424186,11.87579,17.43699,-3.556027,11.245935,4.4278502,USA,English,Ash Baron-Cohen,5.4,17.0,5.192928,Drama,,,,,,
tt0064691,5.8737893,12.388773,19.160738,0.7183267,7.6604233,0.7753681,UK,English,Roy Ward Baker,4.800000000000001,20.0,1.489319,Crime,tt0075334,,,,,
tt0298798,1.9904723,10.895374,20.555279,-3.6393745,12.078053,-0.2667689,USA,English,Finn Taylor,6.65,40.0,4.259532,Comedy,tt0118556,,,,,
tt0050815,2.0181935,9.867827,17.91081,-5.265714,11.871691,4.160552,USA,English,George Sidney,6.300000000000001,37.0,2.774084,Drama,tt0048705,,,,,
tt0091051,4.101688,11.773881,20.41235,-1.8127211,12.132881,0.60431784,USA,English,Blake Edwards,4.1,9.0,0.765825,Action,tt0098343,tt0085210,tt0094288,tt0084412,,
tt0068675,3.7472386,10.264567,22.262712,-3.3313437,11.965755,0.07303613,UK,English,Burt Kennedy,6.35,42.0,12.300262,Crime,tt0073911,,,,,
tt0070578,0.2670432,10.814041,22.200691,-1.9808009,11.169369,-0.23696904,Canada,"English, French",Harvey Hart,5.5,25.0,0.034545,Horror,tt0066735,,,,,
tt0077294,5.9332376,12.358265,19.216509,0.76241434,7.6358557,0.7022695,"USA, UK",English,Peter Hyams,6.65,83.0,10.719499,Action,tt0070909,tt0067525,tt0077269,,,
tt0113118,3.149407,11.722223,21.374386,-0.80110127,13.13652,0.38872382,USA,English,F. Gary Gray,7.15,27.0,14.56965,Comedy,tt0104573,,,,,
tt0045609,5.8313036,12.224528,19.208977,0.8196194,7.754281,0.6790468,USA,English,Arthur Hilton,3.6,46.0,1.337813,Adventure,,,,,,
tt0117773,4.13126,13.387402,20.870054,-4.5409346,11.280846,3.1909554,USA,English,Daniel J. Sullivan,5.95,14.0,0.757322,Drama,tt0201394,,,,,
tt0473267,3.6612802,13.709472,20.17845,-4.84014,13.17103,0.7895126,USA,English,Daniel Myrick,5.4,18.0,2.370808,Horror,tt0380066,,,,,
tt0304328,4.9753647,13.269858,21.374186,-2.3568702,11.463632,1.0173321,"USA, France",English,Ed Solomon,6.15,42.0,2.400607,Crime,,,,,,
tt0062502,2.5285962,9.855701,20.058718,-5.670501,10.964965,3.3590436,"Italy, France, USA","English, French, Italian, Japanese",Vittorio De Sica,5.75,13.0,1.694798,Comedy,tt0065777,,,,,
tt0025725,2.4426348,9.67877,20.314491,-3.759421,13.057813,1.2149074,USA,English,"Dorothy Davenport, Melville Shyer",4.25,6.0,1.142764,Drama,tt0017843,tt0029578,,,,
tt0120645,4.588253,12.575806,20.069014,-1.4978875,9.419508,0.62790585,USA,English,Steve Boyum,4.1,19.0,7.336353999999999,Comedy,tt0113538,tt0120029,tt0112302,,,
tt0340376,5.2156873,14.1162,21.894722,-1.2759516,9.43725,4.539771,"Canada, France, UK","English, German, Italian, Latin, French",Norman Jewison,6.050000000000001,43.0,3.235594,Thriller,tt0080754,,,,,
tt0080442,1.3208942,12.434694,21.821087,-0.9668114,10.934483,0.75222075,USA,English,Harold Becker,5.75,9.0,0.267315,Comedy,tt0075845,,,,,
tt0349889,5.188406,12.378787,18.916834,-3.9792967,10.024082,1.5812538,"Aruba, USA",English,David Carson,4.95,18.0,2.331514,Action,,,,,,
tt0352526,4.7891636,12.988106,19.550919,-4.7590904,10.507118,2.6160097,UK,English,Robert Pratten,3.95,14.0,0.456527,Horror,,,,,,
tt0089118,2.73666,13.570745,21.198793,-2.1054568,9.959273,3.7769785,USA,English,Robert Mandel,6.550000000000001,40.0,6.620556,Action,tt0105435,,,,,
tt0027067,2.84147,10.792379,20.550478,-4.2774916,11.435926,2.967343,USA,"English, French",George Cukor,5.6,38.0,1.094282,Comedy,tt0029454,,,,,
tt0025410,3.1069396,9.403911,20.682793,-4.566775,10.9747305,2.5863578,USA,English,Alexander Hall,6.55,9.0,1.113736,Comedy,tt0030302,,,,,
tt0030845,4.4147325,12.605748,19.791487,-1.748513,9.691673,2.273752,USA,English,Sam Newfield,2.45,30.0,0.400982,Western,,,,,,
tt0066422,3.4630835,12.989816,19.771946,-1.980708,10.425019,2.4916694,USA,English,Hy Averback,6.3,8.0,0.88344,Comedy,,,,,,
tt0242994,2.069067,12.772676,17.604944,-3.1811738,13.855003,1.0931497,"France, Italy, Germany","French, Italian",Jacques Rivette,6.9,66.0,0.446953,Comedy,tt0113273,,,,,
tt0047184,3.3478389,10.241734,22.257227,-1.2380621,11.059536,2.2622387,USA,English,Norman Taurog,7.25,16.0,0.4494479999999999,Comedy,,,,,,
tt0099653,5.520253,10.918357,21.22248,-2.7233167,12.555647,4.0359764,USA,English,Jerry Zucker,6.95,97.0,11.945397,Drama,tt0103855,tt0077631,tt0102685,,,
tt0098048,4.8070316,10.993221,18.802925,0.24963921,8.136123,1.045284,USA,English,John 'Bud' Cardos,2.25,13.0,0.80656,Action,tt0094056,,,,,
tt0115988,3.2636113,12.3314,21.702938,-4.0759354,10.440145,4.298248,USA,English,Nicholas Hytner,6.75,67.0,9.412825,Drama,tt0118760,tt0106226,,,,
tt0096426,5.597944,10.241841,19.283445,-2.198164,11.886323,2.6905875,"USA, UK, West Germany",English,Anthony Hickox,5.95,95.0,8.575666,Comedy,tt0090655,tt0110667,,,,
tt0465538,3.8579297,12.512333,22.885015,-2.226443,11.220129,0.34321362,USA,English,Tony Gilroy,6.9,313.0,7.857078,Crime,,,,,,
tt0052602,4.1086187,13.416771,21.550415,-2.3589878,10.955057,1.1277092,USA,English,Crane Wilbur,6.0,68.0,8.819138,Horror,,,,,,
tt0211933,1.7481495,11.244277,21.582733,-2.7528024,12.34172,0.8863334,USA,"English, Japanese",Joby Harold,6.4,134.0,7.076061999999999,Crime,,,,,,
tt0024852,2.663486,9.98893,18.045204,-5.000058,10.897812,2.6682322,USA,English,"Gus Meins, Charley Rogers",6.9,26.0,7.768271,Comedy,tt0042524,tt0028988,,,,
tt0047860,4.506713,11.307126,17.983223,-1.1950604,8.472526,3.031507,USA,"English, Japanese, Navajo",Raoul Walsh,5.9,12.0,0.91269,Drama,tt0032851,,,,,
tt0163984,3.5047407,13.57202,18.14869,-3.6528602,11.177571,1.5759344,USA,English,Joe Carnahan,5.65,30.0,0.137676,Action,,,,,,
tt0041776,5.470683,11.550631,18.733356,-2.1694262,11.86915,0.8418613,UK,English,Thorold Dickinson,6.25,30.0,1.05775,Drama,,,,,,
tt0450278,5.349701,11.740084,18.93672,-2.7149465,9.587577,3.4624953,"USA, Czech Republic","English, Czech, German, Dutch, Slovak, Japanese, Icelandic, Russian, Spanish",Eli Roth,5.800000000000001,127.0,12.093928,Horror,,,,,,
tt0074455,3.072275,13.487454,20.11106,-1.5778964,9.269291,1.1219903,USA,English,Tobe Hooper,5.2,163.0,5.394715,Horror,tt0367153,tt0082479,tt0067656,,,
tt0087892,3.119845,12.531377,19.95671,-4.4698777,10.592351,4.9440355,"UK, USA","English, Hindi",David Lean,7.05,49.0,11.842837,Adventure,,,,,,
tt0120632,2.4771717,10.764698,20.867838,-1.779648,11.61382,3.373648,"USA, Germany",English,Brad Silberling,6.6,94.0,8.228219000000001,Drama,tt0118556,tt0093191,,,,
tt0074281,4.5125628,12.244991,20.208656,-4.4399877,10.583107,3.6797972,USA,"English, Spanish",Michael Schultz,6.25,27.0,3.259637,Comedy,tt0082121,tt0076106,tt0072351,,,
tt0012675,3.77922,14.197397,19.925074,-4.350453,12.177378,4.306391,USA,English,George Melford,6.35,23.0,0.8071619999999999,Adventure,tt0017416,tt0012190,tt0005078,,,
tt0091411,2.3005934,12.218825,18.336367,-4.894096,11.738051,2.872641,USA,English,William A. Levey,2.25,1.0,0.00043,Drama,tt0089385,,,,,
tt0865559,4.186693,11.225231,19.857986,-4.836131,12.026919,4.4544806,"USA, Spain","English, Greek",Donald Petrie,5.75,113.0,7.196689999999999,Comedy,,,,,,
tt0963965,3.8496602,13.322811,21.935717,-2.8819454,12.254434,0.015019379,"Canada, UK","English, Spanish, Chinese",Jeff Beesley,5.65,38.0,3.4816480000000003,Crime,,,,,,
tt0035884,2.4812765,11.944078,17.503016,-0.57747245,8.305682,2.596719,USA,"English, German",Billy Wilder,7.1,40.0,1.121417,Thriller,,,,,,
tt0758746,5.5296564,10.582846,20.289743,-2.0265913,11.566951,1.288267,USA,"English, Ukrainian",Marcus Nispel,5.6,167.0,14.20229,Horror,tt0087298,tt0107254,,,,
tt0111549,2.1717472,11.174779,22.020916,-2.9272096,11.056469,0.62591106,"UK, Spain, France",English,Jim McBride,5.6,5.0,1.596275,Thriller,,,,,,
tt0039881,0.7014714,12.767414,21.478016,-0.6570017,10.77109,0.65566397,USA,"English, Italian",Anthony Mann,6.7,37.0,4.237737999999999,Crime,tt0047878,tt0044789,,,,
