id,review_1st,review_2nd,description_1st,description_2nd,overview_1st,overview_2nd,votes,reviews_from_critics,popularity,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6
tt0446747,3.6161397,13.019907,18.912123,-4.222692,11.472512,4.5702257,6.4,55.0,0.3671,,,,,,
tt0460898,0.25065127,11.196841,19.81392,-5.7197924,10.963033,4.2257347,5.05,49.0,1.05556,tt0094057,tt0124819,tt0095583,tt0083624,tt0051196,tt0082966
tt0473308,1.2892196,10.921138,20.297318,-5.1811047,13.684919,1.6948763,6.8,178.0,11.276024,tt0426931,,,,,
tt0338466,1.9910458,10.884848,19.035824,-3.6928258,11.956765,3.7844806,5.4,126.0,6.96675,,,,,,
tt0094713,5.8153234,12.983167,18.65415,-4.87777,11.241022,1.927586,6.65,26.0,0.005568,,,,,,
tt0033173,4.9828687,11.758194,20.305859,-4.6192884,11.856191,3.1304247,5.55,13.0,1.007377,tt0047191,,,,,
tt0036022,4.8272376,13.9893055,19.437094,-2.650583,11.37212,2.7421525,6.75,15.0,0.8147270000000001,tt0023241,,,,,
tt0084814,4.0309677,11.015863,22.579948,-2.6938674,9.7709055,1.5818359,4.95,30.0,4.918228,tt0085384,,,,,
tt0130121,2.416521,12.501293,19.635662,-3.9567764,13.568411,1.8097118,5.55,93.0,6.951414,tt0113986,,,,,
tt0371246,3.3323247,11.010241,20.470377,-3.464085,12.2682295,3.1775665,6.1,130.0,11.202764,tt0389860,tt0305224,,,,
tt0423382,2.2092037,12.979505,19.890852,-3.884351,13.346236,1.9147115,6.5,4.0,0.635704,tt0339230,,,,,
tt0436854,2.231237,14.320892,18.716625,-4.806997,12.107223,2.904902,6.3,99.0,1.792689,,,,,,
tt0083833,1.4981503,12.310553,19.642471,-3.1173108,11.685897,2.1904788,7.0,50.0,5.077092,,,,,,
tt0365125,4.238682,11.90549,20.53015,-4.333596,12.438377,3.787752,5.25,87.0,7.665431,tt0111127,tt0067454,tt0064683,,,
tt0380249,1.2672875,11.2836,17.78573,-2.4424722,9.811039,3.5753093,6.5,28.0,1.836576,,,,,,
tt0120484,2.9807703,10.882844,19.266413,-2.6619854,11.693055,2.1376772,6.0,90.0,9.461823,tt0116483,tt0120888,tt0389860,tt0305224,tt0364725,
tt0073768,0.40832582,11.224388,21.916044,-1.5861558,10.781688,1.3101948,6.2,40.0,4.363355,,,,,,
tt0045808,3.2010596,11.621617,18.282848,-5.2579904,13.061361,0.49748617,6.699999999999999,20.0,1.152132,tt0046436,tt0046921,tt0035429,,,
tt0109093,2.7374403,12.546507,19.284136,-5.018412,12.28813,0.7431732,6.7,38.0,1.7590119999999998,,,,,,
tt0093209,1.8301718,11.14299,17.838182,-4.585136,8.750146,2.6460633,6.9,33.0,3.3904910000000004,tt0087892,tt0089087,tt0089424,,,
tt0092710,3.2628727,10.053828,21.886183,-1.7450107,11.261607,2.0817716,5.1,11.0,1.417505,tt0107478,,,,,
tt0252299,3.7957256,12.789545,17.744848,-0.7451908,9.987921,1.5105906,6.65,101.0,6.134588,tt0120399,,,,,
tt0079640,5.250122,13.1566515,17.986023,-2.867558,11.384329,2.5877924,6.6,31.0,5.66966,tt0076723,,,,,
tt0048705,4.0753484,11.378587,17.772337,-4.933318,12.835103,3.9562192,6.25,15.0,0.740862,tt0050815,,,,,
tt0063236,-0.112098016,10.952527,20.00712,-2.3910048,11.53268,0.42693356,6.050000000000001,13.0,0.284143,,,,,,
tt0963743,3.3646352,12.808674,20.398117,-4.2556458,12.3057165,2.6540718,6.35,47.0,8.896155,,,,,,
tt0473709,4.078342,12.4419985,17.968285,-3.278958,10.175283,3.6416447,6.25,60.0,4.681832,,,,,,
tt0067314,3.6521816,13.110639,18.887846,-4.369909,11.028008,3.7137783,6.65,12.0,1.88749,tt0071524,,,,,
tt0173390,2.5586412,11.954276,18.127722,-4.0634637,11.481735,4.280199,5.8,29.0,0.20833,tt0104321,,,,,
tt0212380,3.0657222,11.372795,19.825998,-4.499231,12.12678,3.9388356,6.0,60.0,3.5538870000000005,tt0914797,,,,,
tt0119665,2.7745047,11.633985,20.47961,-5.15683,12.156899,3.1273367,6.25,32.0,0.5035029999999999,tt0298408,tt0433387,,,,
tt0364955,2.898491,13.514946,21.551706,-3.6284091,12.17275,2.112724,6.199999999999999,102.0,11.611468,tt0162346,tt0305206,tt0376543,,,
tt0076582,3.1185966,11.259722,17.391678,-3.7080476,9.742758,4.008204,3.95,7.0,0.113603,tt0087980,,,,,
tt0144715,1.8725301,10.885708,19.081755,-4.8962193,11.875374,4.8755603,5.6,96.0,3.176804,tt0157583,,,,,
tt0091767,1.0025562,11.792983,18.410799,-4.2673683,12.284673,1.5979145,4.65,8.0,0.0765909999999999,,,,,,
tt0469184,1.5681565,14.081444,19.491716,-3.7919962,8.913523,3.7677536,6.25,14.0,6.397926999999998,,,,,,
tt0092717,3.6851845,9.29255,18.887308,-5.080027,11.326612,2.5311606,5.0,7.0,0.0008439999999999,,,,,,
tt0139239,3.3649185,13.99114,21.80056,-1.1525313,12.98299,0.8803451,7.1,113.0,8.344282000000002,tt0127723,tt0134619,,,,
tt0116165,4.8379908,12.6672735,19.127676,-2.492788,10.945626,2.2070835,3.1500000000000004,17.0,5.174212000000002,,,,,,
tt0102032,4.0112514,13.16137,21.512457,-3.589188,11.848221,4.4142523,6.1,3.0,3.019717,tt0097257,,,,,
tt0046921,3.0782077,11.752926,19.987093,-3.2062545,10.466303,2.6325924,6.4,9.0,0.685924,tt0045808,,,,,
tt0109370,4.3084574,14.055412,21.46419,-1.2441633,9.87856,4.203861,5.95,28.0,5.391556,tt0098645,tt0095253,,,,
tt0113986,1.6728817,12.197277,20.813812,-4.8752646,13.39505,0.96985793,5.5,39.0,8.482834,tt0130121,tt0182789,tt0762114,,,
tt0040582,3.6313765,10.413711,20.540192,-1.249294,10.164466,0.86217237,6.2,9.0,1.01699,tt0038694,,,,,
tt0118556,3.210526,13.0663805,19.373615,-5.66131,12.73618,3.8938963,6.1,56.0,8.085194,tt0120632,,,,,
tt0420757,4.6849284,12.220412,22.067684,-4.3684053,12.203053,0.14948507,5.4,33.0,3.874408,tt0264472,,,,,
tt0049830,1.5682102,12.219156,17.983553,-0.7009405,8.38566,3.2646024,6.449999999999999,14.0,0.678003,tt0064728,,,,,
tt0068595,0.3069173,11.263602,18.774302,0.23707475,10.045814,3.105686,4.6,70.0,3.062497,tt0071464,,,,,
tt0081656,3.558388,10.252347,21.338604,-3.4932709,12.359134,0.15268415,5.8,6.0,0.695113,tt0090886,tt0064100,tt0082970,,,
tt0119142,3.2800205,10.693494,22.339417,-3.6959057,12.614372,3.716317,5.699999999999999,27.0,8.412203,,,,,,
tt0453453,3.47384,11.27462,19.151789,-2.6234865,11.789864,2.081052,5.6,23.0,1.521008,tt0090685,tt0156323,tt0085470,,,
tt0264150,3.2780478,11.471031,19.852545,-3.2688568,12.860984,0.1085151,5.1,88.0,5.506354,,,,,,
tt0379708,2.990269,11.20378,18.22675,-4.906672,11.11994,2.3612778,4.05,5.0,0.810772,tt0130623,,,,,
tt0088765,5.163838,10.062077,18.720884,-4.5206223,11.374355,2.4226751,4.55,5.0,2.945479,tt0068718,tt0090685,,,,
tt0076125,0.56554985,11.45719,22.769892,-1.7625264,13.101681,2.5829031,4.1,8.0,0.12857,,,,,,
tt0085470,3.5287595,11.41154,20.780178,-4.2366414,13.336189,1.1366881,6.449999999999999,19.0,7.963156,tt0090685,,,,,
tt0092744,4.577684,12.887495,20.776346,-1.9325942,12.554073,2.7680771,5.0,68.0,1.33987,tt0093628,,,,,
tt0044855,2.8056526,11.181373,18.811232,-4.2115445,12.216927,3.8688202,3.15,4.0,0.002001,tt0046330,,,,,
tt0022074,2.2025402,12.219204,20.985235,-5.261727,13.870572,1.6620911,6.9,26.0,1.209386,tt0023940,tt0024548,,,,
tt0103241,3.8717327,11.718144,21.977837,-3.1945505,11.954164,3.2979188,6.85,45.0,11.787942,tt0104952,,,,,
tt0050301,3.5680227,9.979397,22.087955,-1.1877782,10.777308,0.7324085,6.45,5.0,1.273904,tt0052141,tt0047184,,,,
tt0187512,4.511763,12.875561,19.768574,-4.855046,12.696647,3.1863325,5.3,35.0,2.245356,tt0186975,,,,,
tt0040187,3.3429294,9.120435,18.027782,-3.7314434,11.440568,3.5456448,6.2,2.0,0.107722,,,,,,
tt0102940,3.1071122,11.662216,19.723421,-2.4881513,11.210473,-0.049852133,4.75,15.0,1.574897,,,,,,
tt0119620,2.2392323,11.421277,18.771236,-4.9310074,-1.4894705,13.117087,6.4,27.0,0.454392,,,,,,
tt0465461,3.9113712,12.761452,20.237501,-0.5363856,11.19227,4.669009,6.1,6.0,0.550246,,,,,,
tt0094597,2.3438487,13.780014,19.472649,-1.0510603,10.154988,1.362371,5.050000000000001,53.0,15.360682,tt0127045,,,,,
tt0069124,3.7475996,12.690149,21.945232,-2.42922,12.3640375,3.4439185,6.15,26.0,0.578458,tt0082243,tt0095286,,,,
tt0071486,1.8712083,13.144153,18.643486,-2.4039092,9.839632,4.597633,7.9,9.0,4.969226,,,,,,
tt0021282,4.430277,11.130319,21.045097,-4.228664,11.778746,3.272778,4.6,6.0,0.51221,tt0022905,,,,,
tt0379217,4.5221214,12.687848,19.349827,-1.9175001,10.09661,4.0076575,7.0,80.0,5.3255300000000005,tt0102536,,,,,
tt0093220,5.0783176,11.693082,19.525177,-0.9214219,11.4052,2.893897,5.2,65.0,13.416334,tt0097527,tt0096426,tt0079714,,,
tt0122768,3.351909,11.775945,20.375555,-1.653308,10.0113535,1.932641,6.1,7.0,2.094195,,,,,,
tt0039631,3.0716045,11.011309,21.75585,-3.8750706,10.1281805,4.4083796,7.9,72.0,6.466517,tt0018773,,,,,
tt0068414,3.236202,13.898293,20.53438,-3.3449738,10.019465,0.6588494,3.9,48.0,0.783754,,,,,,
tt0102898,4.0208883,12.411074,19.076468,-3.3067188,11.319479,2.4506226,5.55,17.0,2.714993,,,,,,
tt0095253,4.2935157,11.717699,19.525095,-2.2734234,12.500293,3.456178,6.550000000000001,25.0,11.666172,tt0085995,tt0090056,tt0098645,tt0090305,,
tt0099819,3.7931366,13.329209,17.988222,-5.291965,12.951495,4.3025827,6.300000000000001,20.0,8.112160000000001,,,,,,
tt0108147,4.031565,13.304792,19.829542,-3.8080268,12.536196,2.3414855,5.75,20.0,12.986842,,,,,,
tt0043526,3.9948661,13.472443,21.292732,-4.435601,13.685957,1.979633,6.5,15.0,1.325032,tt0042247,tt0045012,,,,
tt0389828,3.6003509,13.969906,17.31594,-2.7427752,9.464732,4.1439834,6.15,55.0,2.106051,tt0974554,,,,,
tt0379184,2.726932,12.315643,21.110794,-1.9676114,11.801784,1.139098,5.95,13.0,0.766839,,,,,,
tt0402493,3.523439,14.625621,17.715101,-2.394651,9.940064,4.6265936,6.5,2.0,0.551454,,,,,,
tt0068850,2.408206,12.338437,18.067081,-4.6242595,10.584374,4.6605372,6.4,16.0,0.080589,tt0083006,tt0071970,tt0069404,tt0081420,,
tt0100740,5.4899898,10.296489,19.318558,-2.382621,10.48977,3.979663,6.05,71.0,5.7320160000000016,tt0088889,,,,,
tt0084805,1.1660025,10.335728,18.582136,-4.078136,11.151178,3.4291606,7.15,92.0,8.451188,tt0074119,,,,,
tt0026835,1.4930861,11.053056,18.55253,-5.5684886,12.6484995,3.6164768,5.25,1.0,0.273561,tt0027527,tt0028988,,,,
tt0219952,2.6395657,10.4074,19.57962,-3.9246533,11.059641,2.2270348,4.95,42.0,3.385585,tt0179098,,,,,
tt0021890,2.9330842,12.138751,22.609575,-2.2930481,11.387782,3.4223528,6.85,35.0,0.798285,tt0019304,tt0071524,tt0022074,,,
tt0052837,4.7010465,9.931302,22.193115,-2.174206,10.61801,2.046127,7.8,8.0,1.527735,tt0051196,tt0047679,,,,
tt0473367,3.5819364,12.893884,20.414438,-5.8217325,10.705631,5.082955,7.1,6.0,1.970054,tt0292490,,,,,
tt0078238,2.1067758,10.265211,21.062338,-5.251244,12.115762,3.140161,2.5,37.0,0.1565079999999999,tt0024548,tt0027684,tt0032828,,,
tt0098308,3.295823,10.457291,20.709517,-4.165011,13.61109,1.7619437,5.050000000000001,14.0,1.685918,tt0093175,,,,,
tt0098343,4.7387667,13.188723,21.08969,-4.980945,11.349807,3.9557662,6.0,18.0,7.519228999999998,tt0091051,tt0088207,,,,
tt0437777,1.8327751,11.562678,18.685158,-5.1213107,12.774195,3.212247,6.45,77.0,8.642141,tt0168501,,,,,
tt0806147,4.12355,12.9871435,17.481663,-3.7489026,10.62963,4.8569317,3.75,16.0,9.435287,tt0480271,,,,,
tt0477252,2.9736273,15.348072,22.19012,-1.7486311,12.064542,4.72284,5.55,2.0,1.029823,tt0444781,,,,,
tt0075875,4.2544775,11.699694,19.430212,-4.1303,10.846106,3.0145626,5.2,2.0,0.883532,tt0071357,tt0072814,,,,
tt0075686,2.5463414,11.648958,18.93029,-4.58965,11.522816,4.6872816,7.9,150.0,18.146043,tt0089853,tt0093818,,,,
tt0213802,5.774505,11.102033,18.446503,-4.6194444,10.254931,2.4838066,3.85,17.0,0.7520939999999999,,,,,,
tt0095730,4.478208,11.751567,18.727736,-4.630685,10.104647,3.8744555,6.85,10.0,3.3515370000000004,tt0099819,tt0089679,,,,
tt0095511,2.181451,10.147627,17.417374,-3.7089493,10.325843,4.6194835,5.800000000000001,15.0,1.032773,,,,,,
tt0128089,5.793378,9.895885,18.552292,-4.8914194,12.48428,3.6510568,4.3,6.0,0.329985,tt0098157,,,,,
tt0780534,4.361249,9.957534,20.492535,-3.999322,11.114653,1.5644133,5.35,22.0,3.70379,,,,,,
tt0365480,3.9919882,10.594363,20.456865,-5.723744,10.668099,4.415866,4.55,4.0,1.026251,tt0427968,,,,,
tt0089826,4.0392356,12.7402,19.246666,-2.488437,12.0742035,1.9497938,4.95,30.0,3.208108,tt0090685,,,,,
tt0095188,3.069357,9.48953,20.169233,-4.8081913,12.283045,2.4872782,6.1,26.0,11.303489,tt0097366,tt0090056,tt0095253,tt0081480,tt0085995,
tt0120321,3.1822035,14.668632,18.096449,-4.272304,11.052917,2.9740734,6.9,43.0,2.270828,,,,,,
tt0092559,4.352531,11.644256,18.114481,-4.461667,10.857851,4.1961737,4.05,12.0,2.572665,tt0098343,tt0090583,tt0434124,,,
tt0053143,2.7534866,10.719306,17.770555,-0.3676343,7.9208283,2.2520034,7.1,46.0,3.918878,tt0039169,tt0044916,tt0029284,,,
tt0038694,3.333675,10.558087,15.9781065,-3.3071659,10.763319,2.7440708,6.2,9.0,0.389627,tt0040582,,,,,
tt0045012,2.1239169,10.561426,18.64168,-5.1974554,11.732682,3.0666363,6.45,17.0,2.415004,tt0044916,,,,,
tt0033712,4.5840507,10.918722,18.1366,-3.4534972,13.093351,4.475834,6.8,46.0,1.123158,tt0077663,,,,,
tt0110076,3.046933,15.080637,20.207848,-5.5081306,12.026989,4.9483614,6.8,3.0,1.172228,tt0150992,,,,,
tt0126250,2.9475138,11.301672,20.815424,-3.2871485,12.651628,0.84305966,6.5,95.0,3.380684,tt0420087,tt0116745,,,,
tt0066895,3.5062044,12.35661,18.244576,-2.6798372,11.296377,2.1999156,5.95,7.0,1.571221,tt0072764,,,,,
tt0064886,3.8928814,9.932566,19.701773,-3.2339218,11.444464,1.4521577,6.300000000000001,19.0,1.813867,tt0080907,,,,,
tt0127296,1.0370114,11.682026,19.449028,-5.56069,12.227842,3.9073007,5.75,27.0,3.508075,tt0112887,tt0119809,tt0780608,tt0370986,,
tt0244092,3.8876708,10.13917,19.765285,-5.7731304,8.295799,3.500285,6.25,10.0,1.077559,tt0374184,tt0168043,tt0414931,,,
tt0080975,2.9059293,11.399365,20.9175,-5.2338257,12.996384,0.4734269,3.5,7.0,0.5487569999999999,tt0118901,,,,,
tt0110684,3.1420045,11.054041,20.970318,-4.2438445,12.542698,4.12925,7.2,53.0,2.891269,tt0119594,,,,,
tt0086450,4.9997807,13.916589,17.410143,-0.8913928,10.427048,4.815165,6.95,32.0,8.378174000000001,tt0063462,tt0112896,,,,
tt0037508,3.4735634,10.437509,20.029623,-1.8498842,11.379507,0.54267454,5.15,19.0,0.906365,tt0040720,,,,,
tt0072189,6.043798,9.734623,18.189293,-2.0268822,9.048127,2.1339657,3.2,19.0,0.4152770000000001,tt0036376,tt0069924,,,,
tt0080080,5.7515006,10.040423,18.116386,-2.2184877,9.23137,0.058393173,4.25,30.0,0.593445,,,,,,
tt0115836,4.3475184,12.642537,21.277985,-3.2369893,11.267548,1.3284483,4.95,15.0,3.714049,tt0116531,,,,,
tt0809407,3.6041708,13.574657,19.464153,-0.81107306,10.535227,3.018955,6.95,69.0,1.764346,,,,,,
tt0302640,2.361861,10.037847,20.69076,-4.2550817,12.632254,2.7809813,5.5,78.0,8.734328,tt0960144,,,,,
tt0860454,1.4070249,12.177773,19.01782,-4.8810616,11.956637,4.9923363,5.55,4.0,0.214509,tt0473367,,,,,
tt0050580,3.8013895,11.561341,18.104408,-4.817122,10.725832,2.7886581,6.6,2.0,0.234146,,,,,,
tt0071357,0.596567,11.594619,22.132639,-3.2673798,12.579158,3.5023723,5.7,10.0,0.65365,tt0075875,tt0072814,tt0365125,,,
tt0044000,2.5488453,13.410962,20.530025,-5.7854447,11.950038,4.1000447,7.2,32.0,2.384287,tt0087188,tt0093267,tt0080539,,,
tt0361805,0.7370762,11.096926,20.826502,-5.431355,13.626362,0.59161675,5.3,6.0,1.010064,,,,,,
tt0083624,4.3784485,12.336072,20.340387,-2.3980632,12.201291,-0.09227061,6.2,126.0,6.631724,tt0099108,tt0103773,tt0094057,tt0081114,,
tt0308506,4.0616145,11.717582,19.388006,-2.7786086,11.118686,2.3244398,5.5,39.0,5.422624,tt0376108,tt0317303,,,,
tt0119670,2.2009418,11.3949375,19.47963,-3.4241915,12.477956,4.453685,7.199999999999999,35.0,6.78844,tt0120683,tt0111667,tt0829193,,,
tt0240462,3.13499,12.20456,19.715593,-1.0906787,9.345611,1.0212137,4.800000000000001,91.0,7.906683,tt0317303,tt0338094,tt0780567,,,
tt0025028,3.421143,11.932055,19.486704,-3.8911445,13.754089,1.7491299,5.1,19.0,0.26615,tt0022792,,,,,
tt0120791,5.3150134,11.024083,19.795444,-2.505406,11.795886,2.923021,6.3,100.0,7.757795,tt0256415,tt0104070,,,,
tt0090856,3.2696543,11.307054,19.26891,-3.829156,9.71762,1.1828008,4.699999999999999,13.0,4.079853,tt0086397,tt0113986,,,,
tt0076723,4.025409,11.175356,19.204214,-2.4876425,11.0923395,2.3542366,7.199999999999999,57.0,9.282077,tt0095082,tt0090685,,,,
tt0102943,1.7422198,12.667056,20.57538,-1.2500317,10.671565,3.544221,6.75,69.0,4.520146,tt0109445,,,,,
tt0097136,4.397044,11.888974,21.477821,-2.48921,11.9451475,2.089821,4.9,60.0,5.379013,,,,,,
tt0022599,3.1641655,13.256061,21.064995,-1.8982314,10.499533,3.9734342,7.45,46.0,1.209032,tt0018839,tt0023158,,,,
tt0118901,2.8675482,9.529008,20.362837,-4.017364,10.553219,3.1337624,6.0,25.0,2.287762,tt0105483,tt0120683,tt0084732,tt0093986,,
tt0093628,5.6105943,10.70165,20.198505,-4.4274383,12.930566,0.91138107,5.0,23.0,1.453912,tt0092744,,,,,
tt0026388,1.5435839,10.108367,22.660358,-2.785813,11.161015,1.0316592,6.75,12.0,0.698276,tt0029650,tt0040971,,,,
tt0074533,0.57757664,11.253496,18.853008,-3.4995587,12.698766,2.1278298,4.85,15.0,0.096085,tt0082213,,,,,
tt0096156,4.959666,11.230619,18.551888,-4.078145,10.812604,2.4922001,7.55,7.0,0.037969,tt0092854,,,,,
tt0085919,4.400977,11.229135,21.090765,-3.8918424,12.905174,1.6261446,6.449999999999999,10.0,1.737488,,,,,,
tt0070509,4.35945,12.007365,21.059015,-4.243671,13.270181,1.1007875,6.95,21.0,2.351669,tt0078231,tt0065775,,,,
tt0062985,0.6754181,12.8324995,21.219027,-4.150072,10.892895,4.5789704,6.4,13.0,0.037519,tt0050815,,,,,
tt0086200,1.1174735,11.62345,19.595839,-2.453502,11.198867,2.80557,6.6,69.0,6.505209,tt0096969,tt0092099,,,,
tt0285685,5.230354,12.454137,19.096436,-2.891378,10.906544,2.180834,5.05,5.0,1.323182,tt0367088,tt0118570,,,,
tt0804452,0.78238267,12.621746,20.057335,-5.233296,10.313978,3.236696,4.1,61.0,9.033651,tt0118539,,,,,
tt0204946,3.2087646,12.879698,19.181381,-2.5883245,10.809982,0.9319432,5.9,124.0,6.402888,tt0256415,,,,,
tt0113613,0.49294043,11.786439,21.579573,-1.5295616,11.044643,0.12490917,6.6,41.0,4.619915,,,,,,
tt0118894,2.1214633,11.028056,17.991909,-4.8829308,11.249399,3.084397,6.050000000000001,19.0,1.304145,tt0368658,tt0118866,,,,
tt0090837,5.9256,12.100897,20.395597,-2.3015041,10.580419,0.08397395,5.55,116.0,8.034105,tt0090094,tt0083624,,,,
tt0250478,-0.2555899,10.898936,19.524944,-4.168141,12.752348,1.2522726,6.25,40.0,1.847061,tt0339419,tt0162973,tt0242587,tt0334754,,
tt0325805,3.554024,12.873354,20.712093,-3.9250925,13.263413,1.8363563,7.1,152.0,5.539265,,,,,,
tt0104139,5.4896116,11.651288,21.614605,-2.8373916,12.294994,2.5799131,5.15,58.0,1.252367,,,,,,
tt0113448,2.8875594,10.1121235,19.834732,-4.2974763,12.61155,3.355022,5.9,13.0,1.523446,,,,,,
tt0089539,0.48089257,11.69922,22.165274,-2.1413143,9.945099,1.1957897,4.800000000000001,40.0,0.558542,tt0098257,,,,,
tt0095649,2.3813946,11.825367,21.567455,-4.6260777,11.135046,3.8134692,6.1,12.0,0.928494,tt0102469,tt0088153,,,,
tt0049490,1.8607601,10.028494,19.841671,-5.3493385,11.95032,2.848387,5.55,6.0,0.123823,tt0050972,tt0039725,,,,
tt0800205,3.9657192,10.371716,18.058973,-3.722504,10.733166,3.5778577,6.05,53.0,0.172431,,,,,,
tt0372884,1.2104303,10.749746,18.6291,-5.7569776,12.810153,2.8967593,5.65,15.0,1.954508,tt0795376,,,,,
tt0423977,2.626334,12.242202,20.881247,-3.0466194,12.055629,2.3135183,6.75,125.0,6.135651999999999,,,,,,
tt0075200,3.9675028,9.394834,22.935577,-2.0944204,11.16122,1.2041706,5.65,19.0,1.48253,tt0062737,tt0065566,,,,
tt0088889,4.74914,10.621474,18.193949,-2.914643,10.619767,2.0693886,6.1,96.0,6.781814999999999,tt0100740,tt0085333,,,,
tt0086112,2.6586144,11.902206,20.298464,-2.5568843,10.3385725,2.9342768,6.3,9.0,2.555585,tt0064418,tt0078481,tt0080895,,,
tt0311648,4.070145,12.798983,21.051388,-4.0269256,12.26579,2.9791381,6.7,133.0,4.19275,tt0473308,,,,,
tt0038370,3.0618587,10.427462,19.35386,-3.8945158,11.879126,3.5759141,6.35,7.0,0.207643,tt0026942,,,,,
tt0162480,1.8687985,13.85993,21.119576,-4.6271963,11.90738,5.076597,5.550000000000001,1.0,0.316156,,,,,,
tt0047472,2.1711562,11.733199,19.673185,-4.6406713,12.385882,3.26563,7.25,66.0,5.748536,tt0048445,,,,,
tt0322420,4.6767416,13.576877,19.11615,-5.1803427,12.253786,2.9527893,7.449999999999999,54.0,2.287296,,,,,,
tt0159696,2.5369723,12.208545,18.421766,-4.1623955,10.974439,-0.026127217,5.1,18.0,0.407322,tt0116169,tt0261652,,,,
tt0204640,2.5573568,10.572202,20.597317,-2.860856,10.801968,3.605168,6.3,14.0,1.650666,,,,,,
tt0098645,3.9780192,11.632924,21.691896,-2.66612,10.95036,1.5120822,5.7,21.0,7.102963000000001,tt0095253,tt0109370,,,,
tt0051516,2.3034995,12.363202,19.13521,-2.4525173,10.311465,3.6167858,7.1,22.0,0.882202,tt0035431,,,,,
tt0120029,3.1191273,10.940195,19.071468,0.7428814,7.6275153,0.7236483,5.65,28.0,5.345663,tt0120645,tt0110364,tt0118570,tt0113755,,
tt0103926,3.2219555,13.239179,17.930214,-2.352322,9.979036,4.1568966,7.4,40.0,0.160571,tt0120393,,,,,
tt0424338,2.581959,11.650273,17.471056,-3.6632755,9.8525095,3.2225633,5.65,9.0,4.057695,tt0274155,,,,,
tt0427998,3.481004,11.880793,17.542154,-3.5440066,9.938953,3.7491999,6.15,50.0,2.393158,tt0246500,,,,,
tt0037297,1.8073691,10.037128,18.500105,-3.342005,11.500644,3.9497623,3.1,2.0,0.001307,,,,,,
tt0356150,2.0012965,12.949256,19.811926,-4.8265796,8.536038,2.4266999,6.55,81.0,6.275468,,,,,,
tt0029454,2.311501,10.1800585,19.735683,-4.5585394,13.18502,2.064286,6.4,7.0,0.6569020000000001,tt0027067,tt0045012,,,,
tt0092546,3.119883,11.488098,17.4948,-3.3854132,10.165592,3.716031,6.1,38.0,2.646976,tt0089346,,,,,
tt0070913,0.47862056,11.125357,19.751568,-4.425584,12.967882,0.8502932,5.9,37.0,1.338179,tt0104779,,,,,
tt0330111,3.2517152,12.544391,18.69795,-2.5257154,9.084218,1.5819101,5.5,17.0,2.9232720000000003,tt0473360,tt0386504,,,,
tt0063661,1.1151233,10.402739,21.41619,-4.896852,13.255437,0.809863,7.6,2.0,0.327296,tt0062425,tt0062089,tt0033174,tt0040321,,
tt0030857,1.2544522,10.821406,22.626438,-2.6654968,11.122716,0.5870081,7.0,8.0,0.413343,tt0033174,tt0029322,,,,
tt0118818,1.8048362,12.995314,20.20306,-5.470963,13.376573,0.26676682,7.25,53.0,3.459251,tt0286261,,,,,
tt0115725,2.091868,11.997946,19.934292,-2.381365,9.195925,1.6231004,5.4,19.0,2.523605,tt0108147,tt0087065,,,,
tt0092608,2.7794333,11.386392,19.020027,-4.9467034,12.131293,3.8142557,5.9,24.0,1.430702,,,,,,
tt0040499,1.4027171,10.332373,19.043713,-5.2675066,13.77922,0.66318583,7.65,10.0,0.642986,tt0040971,tt0043910,,,,
tt0095638,1.1921376,12.735644,19.673939,-2.0164201,10.560597,2.1497455,6.75,14.0,5.56568,tt0082970,,,,,
tt0023241,2.848916,10.720015,18.12025,-3.8390834,11.140507,3.5360754,5.95,14.0,0.150713,tt0018051,tt0036022,,,,
tt0062133,3.616137,12.025854,17.385778,-3.768104,10.688129,4.4091887,6.6,2.0,0.95992,tt0046921,,,,,
tt0790676,2.720126,13.57971,19.376904,-3.511937,13.105405,0.5455841,6.7,10.0,0.889589,,,,,,
tt0265591,4.0261283,12.519997,20.964903,-4.9724154,11.956222,2.9872577,6.0,50.0,2.008306,tt0360016,,,,,
tt0089628,3.3133707,13.440286,17.787437,-3.597204,10.694594,4.4327826,5.65,3.0,0.087208,tt0082894,tt0083798,tt0172632,,,
tt0117715,3.0830803,12.398499,19.896532,-5.7610927,12.488661,0.7159277,7.4,30.0,1.274652,,,,,,
tt0418657,3.3848064,11.414977,18.888302,-3.7254379,-7.9896593,2.430631,5.550000000000001,9.0,0.7326050000000001,,,,,,
tt0086927,3.4892206,13.866443,20.496456,-5.345825,12.70212,3.4986765,6.05,42.0,5.511756,tt0088161,,,,,
tt0095488,2.5532975,10.420208,19.560175,0.26327527,12.231743,1.6984351,5.85,99.0,9.97466,tt0098165,,,,,
tt0041526,2.9634998,9.279173,19.873823,-4.708401,13.156933,3.0292063,6.1,6.0,0.294897,tt0050815,tt0048705,tt0037508,,,
tt0044916,2.9038715,10.758235,20.609325,-2.754566,10.757781,2.3755953,6.9,59.0,2.853852,tt0039169,tt0029284,tt0047574,,,
tt0085384,4.176189,10.824403,20.508919,-0.16925393,10.211111,0.96302533,4.0,24.0,8.046375,tt0084814,tt0108187,,,,
tt0294289,2.0902457,12.691527,20.304155,-4.545899,12.353521,3.2794812,4.9,18.0,0.158651,,,,,,
